EmployeeID,Age,Gender,MaritalStatus,EducationLevel,NumDependents,DistanceFromHome_km,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,YearsSinceLastPromotion,NumCompaniesWorked,TotalWorkingYears,BaseSalary_USD,StockOptionLevel,PercentSalaryHike,BonusPct,OverTime,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,ManagerRating,CompanyCultureScore,PerformanceRating,TrainingHoursLastYear,NumProjects,AbsenteeismDays,TravelFrequency,RemoteWorkPct,PeerReviewScore,Attrition
EMP01388,33,Male,Married,Master,2,49,Finance,Finance Manager,5,7,0,0,0,2,13,90993,1,16.8,6.8,No,1,5,5,4,4,2,5,32,6,3,Rarely,50,2.59,0
EMP00269,28,Female,Single,Bachelor,1,42,Engineering,QA Engineer,2,5,0,1,1,1,5,71753,0,6.6,8.2,No,5,4,4,1,4,4,2,37,2,1,Rarely,0,3.92,1
EMP00056,25,Male,Single,Bachelor,0,37,Finance,Finance Manager,1,9,0,1,1,2,1,48101,1,17.5,5.8,No,4,4,5,3,4,4,2,12,7,3,None,50,2.76,0
EMP00748,48,Female,Single,Master,3,48,Engineering,DevOps Engineer,3,11,11,1,4,2,25,78260,2,11.4,6.0,No,3,4,5,4,1,4,2,42,5,1,Frequently,50,3.3,1
EMP01451,34,Male,Married,Master,1,26,Sales,Sales Lead,1,1,0,1,0,1,12,53039,2,7.0,3.9,Yes,4,4,4,4,3,5,5,44,6,1,None,0,3.96,0
EMP00098,33,Male,Single,Bachelor,3,46,R&D,Research Scientist,1,7,6,7,1,3,13,50199,3,10.5,6.8,No,4,1,3,4,5,5,4,66,2,3,Frequently,50,2.29,1
EMP01490,57,Female,Married,PhD,1,32,R&D,ML Engineer,2,3,1,1,2,3,35,77699,0,10.5,3.8,No,4,2,4,4,4,4,5,36,6,1,None,50,3.97,0
EMP00125,53,Female,Married,Bachelor,3,45,Engineering,DevOps Engineer,1,2,2,0,2,4,30,65186,0,12.5,3.9,No,5,4,4,3,1,5,5,5,3,6,None,75,2.82,1
EMP01786,29,Female,Married,Bachelor,3,28,Marketing,Content Strategist,2,17,1,2,2,1,9,67230,1,17.4,12.2,No,4,4,4,2,1,3,2,54,1,2,Frequently,0,4.56,0
EMP01735,24,Male,Married,PhD,1,21,Finance,Finance Manager,3,1,1,2,1,2,1,66237,3,9.8,5.0,No,3,1,5,3,5,4,4,1,1,3,Frequently,75,3.77,0
EMP00496,33,Female,Single,Bachelor,3,39,Sales,Account Manager,3,2,2,0,0,3,13,84709,1,13.0,7.3,No,2,4,4,4,5,3,5,64,4,2,Rarely,75,3.74,0
EMP01461,51,Male,Divorced,High School,4,43,Engineering,QA Engineer,4,6,2,0,3,3,28,97268,1,12.0,5.0,No,2,1,2,3,5,4,2,51,6,7,None,0,3.72,1
EMP00795,57,Female,Married,Bachelor,0,23,Engineering,Software Engineer,3,15,0,0,0,1,33,88805,1,10.7,7.3,No,3,3,5,3,4,5,4,1,4,3,None,0,2.31,0
EMP00165,53,Female,Divorced,Bachelor,4,14,Finance,Finance Manager,1,7,5,0,0,3,32,66432,0,10.6,7.2,No,5,3,5,3,4,4,3,39,3,3,Frequently,0,3.51,0
EMP01693,60,Male,Single,High School,2,21,HR,HR Specialist,2,7,0,0,1,3,37,74557,0,14.4,9.3,Yes,3,3,5,4,4,4,4,47,5,5,Rarely,75,2.11,0
EMP00277,59,Female,Married,High School,1,50,R&D,ML Engineer,1,6,4,1,0,1,38,55001,2,11.2,8.0,Yes,2,2,4,2,4,5,4,35,7,3,Frequently,100,4.49,1
EMP00050,38,Male,Divorced,Master,2,17,Sales,Account Manager,3,6,0,1,1,3,16,82383,0,8.6,10.2,Yes,4,4,2,2,3,4,3,12,3,7,Frequently,0,3.37,1
EMP00012,57,Female,Married,Master,3,51,R&D,Research Scientist,4,1,1,2,2,7,35,92695,0,12.1,6.9,No,1,4,4,3,3,5,4,20,1,3,None,25,2.77,1
EMP01760,23,Female,Divorced,Bachelor,0,20,Sales,Sales Lead,2,1,1,0,0,2,0,59925,1,9.5,1.5,No,1,2,3,3,3,4,1,32,2,6,Rarely,0,3.11,1
EMP01431,59,Female,Married,Master,1,28,Sales,Sales Lead,1,7,0,0,0,2,35,64444,3,12.9,8.9,Yes,2,4,4,3,4,3,4,16,5,3,Rarely,50,2.45,1
EMP01808,46,Male,Divorced,Bachelor,0,2,Operations,Supply Chain Specialist,3,0,0,1,0,1,26,79487,1,12.2,10.3,No,2,1,4,4,2,3,4,34,4,2,Frequently,50,3.21,1
EMP01134,26,Non-Binary,Single,Bachelor,4,52,Finance,Financial Analyst,4,0,0,1,1,2,2,84062,1,8.2,2.8,No,1,5,5,3,4,5,4,32,2,9,None,25,3.68,0
EMP01389,30,Male,Married,Bachelor,1,34,Engineering,QA Engineer,4,0,0,1,1,5,6,82556,2,8.4,13.6,No,2,3,4,2,3,2,5,32,7,3,Rarely,25,3.39,1
EMP01303,37,Female,Married,Bachelor,0,38,HR,HR Specialist,5,12,4,4,0,1,13,102159,0,12.4,13.9,Yes,2,3,2,2,2,3,2,53,7,3,Rarely,25,3.79,1
EMP00371,49,Female,Single,Bachelor,0,9,Sales,Account Manager,4,1,1,2,0,3,27,93458,0,6.9,10.7,No,1,4,2,2,2,4,4,37,1,5,Frequently,50,2.57,1
EMP01534,22,Female,Married,Master,0,35,Operations,Supply Chain Specialist,3,0,0,1,1,5,0,67594,0,20.0,11.0,Yes,5,4,5,4,5,3,3,76,5,2,Frequently,0,5.0,1
EMP01205,55,Female,Divorced,Master,2,37,Operations,Operations Analyst,1,3,3,4,0,1,35,59757,2,13.0,8.8,Yes,1,3,5,4,4,3,4,68,4,2,Frequently,50,2.59,1
EMP00672,24,Female,Single,Master,1,27,Operations,Operations Analyst,5,8,0,1,1,1,2,101367,0,8.6,7.5,Yes,4,5,4,4,4,4,3,10,5,0,Rarely,50,4.31,0
EMP01164,32,Male,Married,PhD,0,2,Operations,Logistics Coordinator,1,11,5,6,0,3,10,46147,0,13.8,3.3,No,5,3,2,3,3,5,4,42,2,5,None,50,4.32,0
EMP00235,53,Female,Single,Bachelor,2,8,Marketing,Marketing Analyst,4,4,1,0,2,1,32,90626,0,11.7,3.8,No,5,5,5,3,3,4,1,52,5,3,Rarely,50,4.03,0
EMP00190,38,Female,Married,High School,1,47,Sales,Sales Lead,1,0,0,1,0,2,17,52314,0,8.8,13.8,No,3,3,4,1,3,5,3,19,5,5,None,25,1.99,1
EMP01748,22,Female,Married,Master,1,41,Finance,Financial Analyst,1,3,0,1,0,1,2,50514,1,14.2,9.7,Yes,2,3,5,4,1,3,4,22,5,4,Rarely,50,2.74,1
EMP00519,50,Female,Divorced,Master,2,30,Operations,Supply Chain Specialist,3,5,1,0,0,2,26,77740,0,20.4,10.1,No,2,4,4,5,5,4,5,49,4,3,Frequently,0,3.61,0
EMP01354,31,Female,Married,Bachelor,2,1,Marketing,Content Strategist,4,2,0,1,1,0,9,84162,1,19.2,7.0,No,3,1,5,4,4,4,4,22,1,2,Rarely,25,3.92,0
EMP00834,51,Female,Married,High School,1,57,Sales,Sales Rep,3,3,0,1,1,2,27,83240,2,13.3,8.4,No,4,4,5,5,4,3,5,68,3,3,Frequently,75,5.0,0
EMP00951,26,Female,Single,Bachelor,4,23,Operations,Supply Chain Specialist,1,5,0,1,1,1,5,63919,2,11.7,6.4,No,4,2,5,5,3,4,3,63,4,2,Rarely,75,3.3,0
EMP00205,41,Female,Single,Bachelor,1,46,Operations,Operations Analyst,3,3,1,2,2,3,18,84063,1,13.2,9.6,Yes,4,4,2,4,4,5,3,73,4,5,Frequently,25,3.67,0
EMP00833,27,Male,Married,Bachelor,0,4,Engineering,Software Engineer,3,1,1,0,2,2,3,76482,3,10.6,8.9,No,5,3,4,4,2,3,5,70,4,2,Rarely,25,4.12,0
EMP00220,32,Female,Divorced,Bachelor,2,21,Marketing,Content Strategist,3,0,0,0,1,3,10,71219,1,16.3,11.8,No,3,5,4,4,3,3,4,49,3,1,None,25,3.84,0
EMP00891,61,Male,Married,High School,2,33,Sales,Sales Rep,2,5,2,1,1,4,38,69861,1,15.0,6.5,No,2,5,3,5,3,3,5,29,1,2,Rarely,25,3.69,0
EMP00761,35,Female,Married,Master,3,48,Sales,Account Manager,3,13,0,0,1,2,12,73005,2,17.0,15.3,No,2,2,3,5,4,3,1,54,4,2,None,100,4.12,1
EMP00168,33,Female,Married,Master,3,1,Sales,Account Manager,2,10,0,0,1,1,12,68832,1,6.6,6.0,No,2,5,3,4,1,4,3,38,6,3,None,25,4.12,0
EMP00155,24,Male,Married,Master,2,4,Engineering,QA Engineer,1,10,0,1,1,2,3,45321,1,12.2,13.6,No,3,4,1,1,4,3,3,27,3,3,Rarely,0,3.26,0
EMP01981,28,Female,Single,Bachelor,1,14,Sales,Sales Lead,2,0,0,1,1,3,7,53883,2,19.2,6.2,No,3,4,5,5,3,1,2,78,7,4,Rarely,100,3.58,0
EMP01371,56,Male,Single,High School,2,25,Operations,Logistics Coordinator,2,2,2,3,3,5,33,63402,0,11.3,8.2,Yes,4,3,5,4,4,3,2,13,5,1,None,25,3.41,1
EMP01811,22,Male,Single,Bachelor,2,59,Sales,Account Manager,4,3,2,3,3,1,0,75798,0,12.5,10.3,No,3,2,3,1,4,4,5,57,7,4,Frequently,0,2.78,1
EMP00402,33,Male,Single,Master,1,25,HR,HR Manager,1,12,3,1,4,1,10,47385,2,18.4,8.7,No,3,5,3,4,5,3,5,78,6,3,Rarely,0,3.26,0
EMP00080,28,Male,Single,Bachelor,3,44,Engineering,Software Engineer,4,11,5,0,0,6,5,91814,0,20.0,6.4,No,3,4,4,3,5,4,4,75,3,3,None,0,2.94,0
EMP01522,24,Female,Married,Bachelor,1,45,R&D,Research Scientist,1,5,2,0,3,0,2,50999,1,17.3,1.1,Yes,4,4,3,4,4,4,4,5,3,4,Rarely,0,4.62,0
EMP01872,23,Male,Single,Bachelor,0,13,Engineering,Tech Lead,2,3,2,0,1,2,0,70889,0,7.1,11.2,Yes,2,3,4,4,4,4,1,13,5,5,Rarely,25,2.74,1
EMP00089,56,Female,Single,Master,2,29,R&D,Research Scientist,3,3,2,3,1,1,34,87498,0,11.7,5.6,No,1,5,3,4,4,3,4,0,5,2,Rarely,25,3.91,0
EMP01365,56,Male,Married,Bachelor,2,30,Operations,Logistics Coordinator,3,1,1,0,2,4,35,82945,1,19.1,2.0,No,3,4,3,3,3,4,3,69,7,2,Rarely,50,1.75,0
EMP00074,47,Male,Divorced,Bachelor,4,24,Sales,Sales Rep,2,4,2,1,0,2,26,64489,0,18.8,9.0,No,5,3,4,4,1,5,5,57,5,1,Rarely,75,3.36,0
EMP00534,50,Male,Single,Bachelor,2,39,HR,HR Manager,5,7,0,1,1,2,29,108166,0,14.5,6.7,No,4,3,1,3,1,4,3,73,6,4,Rarely,0,3.91,0
EMP00588,32,Female,Single,High School,1,44,Sales,Sales Rep,2,2,2,0,3,1,8,56892,2,12.8,2.4,Yes,5,3,1,4,4,5,5,63,3,4,None,0,4.62,0
EMP00846,41,Female,Married,PhD,0,58,Operations,Operations Analyst,2,1,1,0,1,1,19,62937,1,12.1,7.9,No,3,4,4,3,5,5,5,28,5,1,Rarely,75,3.09,0
EMP01734,31,Male,Married,High School,0,30,Engineering,QA Engineer,2,9,0,0,1,5,8,54976,2,15.9,10.6,No,3,4,1,3,3,5,5,68,6,4,Frequently,50,3.72,0
EMP00920,54,Female,Married,Master,0,33,Engineering,Tech Lead,2,9,0,1,0,2,30,61946,0,17.6,9.7,No,2,3,5,1,4,2,3,79,2,5,Rarely,75,3.12,0
EMP01044,38,Non-Binary,Divorced,High School,2,12,Marketing,Marketing Analyst,1,5,0,1,1,1,18,44574,0,8.8,4.9,Yes,4,4,4,2,3,5,3,76,2,0,Rarely,0,4.45,0
EMP01027,39,Male,Single,High School,1,52,R&D,Data Scientist,1,10,0,1,1,4,18,49682,1,11.7,9.1,No,2,2,3,4,3,4,3,62,7,2,Frequently,75,3.21,1
EMP00630,42,Female,Married,Bachelor,0,17,Sales,Sales Rep,3,0,0,1,0,0,18,77643,1,17.5,10.6,No,4,4,2,5,4,3,4,52,1,3,Frequently,25,3.92,0
EMP00134,50,Female,Single,Bachelor,1,45,Sales,Sales Rep,3,7,3,1,4,1,29,84496,2,16.1,7.0,Yes,3,4,1,4,3,3,5,42,6,4,Rarely,25,4.91,0
EMP00303,54,Female,Married,Bachelor,2,2,Sales,Sales Lead,2,1,1,2,0,4,32,76536,1,18.0,15.8,No,4,5,1,5,4,5,3,70,5,6,None,50,2.76,0
EMP00224,52,Male,Married,PhD,2,36,Engineering,DevOps Engineer,2,16,1,2,2,2,31,61277,0,15.6,8.0,Yes,3,3,4,5,3,4,5,43,2,1,None,50,2.62,0
EMP01936,30,Female,Married,High School,2,36,R&D,Research Scientist,2,28,4,5,5,2,7,61683,2,13.4,7.7,No,5,5,3,2,2,2,3,79,7,5,Rarely,100,4.91,1
EMP01768,27,Female,Divorced,Bachelor,0,54,Engineering,Tech Lead,1,9,1,2,1,1,3,48760,1,19.2,7.7,No,3,3,1,5,2,5,5,30,6,3,Rarely,25,3.65,0
EMP01580,39,Male,Married,Bachelor,0,7,Engineering,QA Engineer,4,13,3,4,1,3,15,89934,1,21.9,3.2,Yes,3,4,5,3,5,3,5,44,7,1,None,0,2.6,0
EMP01092,45,Male,Married,Bachelor,2,31,Marketing,Content Strategist,1,7,3,1,1,2,22,53978,1,16.8,14.2,No,3,1,5,3,4,4,4,12,1,2,None,50,3.82,0
EMP01542,39,Male,Single,Bachelor,2,52,Operations,Logistics Coordinator,4,1,1,2,0,3,18,101402,3,19.6,10.4,No,4,2,5,2,3,5,3,69,4,0,None,25,2.94,1
EMP01608,34,Male,Married,Master,3,13,Marketing,Brand Manager,3,11,1,2,1,2,11,77127,0,12.6,5.1,Yes,2,2,4,4,4,3,5,45,3,1,Rarely,0,5.0,1
EMP00197,32,Female,Single,PhD,3,11,Operations,Operations Analyst,2,13,1,1,2,4,12,67741,1,13.1,8.8,No,5,1,4,3,3,2,4,9,7,4,None,50,3.62,0
EMP00765,35,Male,Married,Bachelor,2,4,HR,HR Manager,4,1,0,0,1,2,11,86129,3,17.0,6.9,No,5,2,4,4,3,5,4,79,4,4,Rarely,75,3.34,0
EMP01829,25,Male,Single,Master,0,44,Engineering,Tech Lead,1,0,0,0,1,3,1,57819,1,11.7,7.7,No,5,4,2,3,5,2,3,69,3,5,None,0,3.84,0
EMP00305,53,Male,Single,Master,0,11,Operations,Supply Chain Specialist,3,0,0,1,0,2,29,77803,0,18.6,2.6,No,2,4,3,3,4,5,3,1,2,6,Rarely,50,3.91,1
EMP00476,53,Male,Single,Master,2,14,Sales,Sales Lead,3,3,2,1,1,1,31,81638,1,16.3,9.9,No,4,1,4,5,3,5,5,14,2,4,None,0,4.9,0
EMP00450,44,Male,Single,Bachelor,1,46,Engineering,Tech Lead,4,0,0,1,1,1,24,88381,2,5.1,10.7,No,4,4,5,2,1,5,2,59,5,2,Rarely,75,3.54,1
EMP01410,61,Male,Married,Bachelor,2,38,Finance,Accountant,2,1,1,2,1,1,37,76471,1,9.6,10.7,No,4,3,5,3,5,5,4,41,1,2,None,75,3.52,0
EMP00540,43,Male,Single,Bachelor,3,56,Sales,Account Manager,4,5,2,1,3,2,22,96610,1,12.4,12.3,No,2,1,4,3,5,3,5,39,3,2,None,0,4.39,0
EMP01918,32,Female,Married,Master,0,12,Engineering,Tech Lead,2,2,1,1,2,2,10,68516,0,13.0,4.7,No,1,2,3,4,2,3,5,22,1,2,Rarely,75,2.48,1
EMP01856,54,Female,Married,Bachelor,2,13,Engineering,QA Engineer,3,6,2,1,0,5,34,78989,1,8.8,6.5,No,3,4,3,4,3,5,3,63,6,1,None,75,3.63,0
EMP00339,35,Female,Married,Bachelor,3,45,Engineering,QA Engineer,1,0,0,1,0,8,11,61897,1,17.7,9.1,Yes,3,4,2,4,3,3,3,53,1,3,Frequently,0,4.08,1
EMP00191,59,Male,Single,Bachelor,0,33,Marketing,Brand Manager,4,2,2,3,0,4,39,94502,3,13.3,8.6,No,3,3,3,2,2,5,3,55,2,0,Frequently,100,3.43,1
EMP01064,40,Female,Divorced,Master,3,30,Engineering,Tech Lead,2,9,1,2,0,3,17,65563,1,8.6,6.7,No,3,3,3,4,1,3,3,67,4,4,Frequently,100,2.17,0
EMP01362,30,Male,Married,PhD,2,58,Engineering,QA Engineer,4,2,2,3,0,4,10,83660,2,20.2,6.4,No,5,5,3,5,2,5,4,39,1,4,Frequently,100,2.9,1
EMP00132,60,Female,Married,High School,4,19,Finance,Financial Analyst,2,3,3,3,0,0,37,68831,3,14.3,7.3,No,4,4,2,3,2,5,4,21,2,2,Rarely,50,4.04,0
EMP00660,34,Male,Divorced,Master,0,20,Marketing,Content Strategist,1,3,1,2,1,4,12,59171,1,19.6,8.3,No,5,1,3,4,5,4,2,74,4,3,None,75,3.12,0
EMP00093,60,Female,Single,Bachelor,3,37,Engineering,DevOps Engineer,2,2,2,0,1,2,37,70807,2,17.1,4.5,No,4,5,3,5,5,5,4,44,4,3,Rarely,50,3.13,0
EMP01994,60,Male,Divorced,PhD,2,23,Sales,Account Manager,1,12,1,0,0,4,37,66182,3,14.5,8.4,No,4,5,4,4,5,3,4,60,6,4,Rarely,0,2.34,0
EMP00959,36,Male,Single,Bachelor,0,18,Engineering,Tech Lead,3,1,1,2,2,1,14,66236,1,10.3,9.7,No,4,5,3,3,3,4,3,66,5,4,None,0,4.11,0
EMP01529,41,Male,Single,Bachelor,3,27,Finance,Accountant,2,1,0,1,1,2,20,62194,0,19.1,7.3,No,3,5,3,5,2,4,3,57,3,6,None,0,3.5,1
EMP00616,56,Female,Divorced,Bachelor,0,39,Sales,Sales Lead,1,5,2,2,2,0,33,48998,1,5.0,4.9,Yes,3,4,4,4,3,1,4,68,6,3,None,100,2.68,0
EMP00714,23,Male,Divorced,Bachelor,4,17,Engineering,DevOps Engineer,3,0,0,1,1,3,0,74841,0,18.0,5.6,No,4,1,4,4,4,4,2,57,2,3,Rarely,75,2.64,1
EMP01482,31,Male,Married,Bachelor,2,10,Operations,Logistics Coordinator,1,6,2,3,1,3,9,57980,2,16.6,3.9,Yes,3,5,4,4,5,4,2,2,4,2,Frequently,75,3.73,0
EMP00810,27,Male,Single,Master,2,5,Engineering,Software Engineer,5,3,2,1,0,4,3,98061,1,15.3,3.2,No,2,5,5,4,4,4,4,70,2,2,Rarely,50,3.44,0
EMP00898,51,Female,Single,High School,0,15,Operations,Supply Chain Specialist,2,0,0,0,0,3,27,69861,0,7.4,6.8,No,3,1,3,3,2,4,4,3,6,1,None,75,4.17,1
EMP00260,37,Female,Single,Bachelor,1,8,Engineering,QA Engineer,2,0,0,0,0,3,17,59197,1,6.3,9.8,No,4,3,3,3,4,5,3,19,4,4,Rarely,25,3.94,0
EMP00052,61,Male,Married,Master,3,4,Engineering,DevOps Engineer,3,0,0,1,1,1,40,87787,0,13.4,8.7,Yes,3,5,4,2,4,5,5,8,3,4,Rarely,0,3.65,1
EMP00988,46,Male,Single,Bachelor,2,36,Engineering,QA Engineer,3,0,0,1,1,1,23,81334,1,9.3,13.9,No,5,5,2,2,4,2,4,71,5,5,Rarely,25,2.95,0
EMP01993,53,Female,Married,Master,2,22,R&D,Research Scientist,4,4,3,4,0,2,33,102148,2,9.8,7.4,No,2,4,4,2,2,5,3,47,3,2,Rarely,0,4.55,0
EMP00511,37,Female,Single,Master,0,23,Finance,Financial Analyst,5,1,1,2,1,0,14,102590,2,11.2,10.8,Yes,1,5,5,4,3,5,3,35,5,1,Rarely,100,3.57,1
EMP00976,31,Male,Married,Master,0,56,Marketing,Brand Manager,1,5,3,0,0,2,7,54849,0,13.3,6.3,No,4,1,4,4,4,4,3,42,6,5,Frequently,25,3.35,1
EMP00646,26,Female,Married,Bachelor,1,28,Sales,Sales Rep,1,11,6,2,2,1,2,54515,3,13.6,10.1,No,5,2,4,5,5,5,3,10,1,0,Frequently,50,3.49,0
EMP01116,54,Female,Married,Bachelor,0,51,Marketing,Marketing Analyst,4,8,1,0,2,4,30,96907,0,13.1,6.3,No,4,2,4,4,3,5,3,30,4,3,Rarely,75,2.17,0
EMP01657,53,Male,Single,PhD,1,56,Marketing,Content Strategist,2,0,0,1,0,3,32,71036,0,12.6,4.9,Yes,1,5,3,3,4,5,4,18,4,3,Rarely,50,3.22,1
EMP00192,45,Non-Binary,Divorced,Master,4,7,HR,Recruiter,3,1,0,1,1,0,23,91434,1,11.6,11.7,No,5,4,2,3,3,4,4,1,6,1,Frequently,50,3.05,0
EMP00271,38,Female,Single,Bachelor,2,14,R&D,ML Engineer,2,4,1,0,0,1,17,59822,1,14.9,4.1,No,4,4,4,2,1,3,5,62,5,2,Rarely,0,3.02,0
EMP01099,29,Male,Single,Bachelor,1,1,Operations,Operations Analyst,1,6,1,0,0,1,7,41944,0,12.7,8.5,No,2,4,5,3,4,4,3,39,5,3,Rarely,0,3.49,0
EMP01614,60,Male,Married,Master,2,39,Finance,Financial Analyst,1,11,6,6,4,0,39,57241,1,14.8,9.2,Yes,4,5,5,5,3,3,2,67,7,1,Rarely,75,3.32,1
EMP01278,51,Male,Married,Bachelor,3,8,Sales,Sales Lead,4,3,1,2,2,1,27,90803,2,15.1,12.1,Yes,5,5,5,2,3,5,4,27,6,4,None,25,4.05,0
EMP00739,42,Female,Married,Master,2,57,Operations,Logistics Coordinator,1,1,1,0,0,4,19,61627,3,15.6,6.9,No,3,4,4,4,4,4,3,26,6,3,Rarely,25,3.62,0
EMP01955,39,Male,Married,Bachelor,0,50,HR,Recruiter,2,6,0,1,1,3,17,69209,1,14.4,9.7,No,1,4,4,3,2,5,3,33,3,1,Rarely,0,2.74,0
EMP01197,42,Male,Divorced,PhD,1,36,Marketing,Marketing Analyst,3,0,0,1,1,2,21,74899,3,12.8,6.7,Yes,4,2,3,3,2,4,4,53,5,4,None,0,2.93,1
EMP01575,38,Female,Married,High School,2,34,Sales,Sales Lead,2,1,1,2,2,1,17,64632,1,13.7,13.1,Yes,4,3,3,5,5,1,4,73,2,4,Rarely,0,2.64,0
EMP01143,38,Female,Divorced,Bachelor,0,13,Operations,Operations Analyst,1,11,6,0,0,2,15,49668,2,13.8,10.1,No,4,4,3,4,4,3,3,53,7,2,Rarely,100,2.83,0
EMP00970,57,Male,Single,Master,4,39,Finance,Finance Manager,5,1,0,1,1,5,33,110270,1,11.8,8.3,No,3,4,5,2,2,4,2,73,3,0,None,50,3.25,1
EMP00482,34,Male,Married,Bachelor,2,37,Engineering,Software Engineer,2,7,2,1,0,1,10,68945,0,11.1,8.2,No,4,1,4,2,2,3,5,1,7,2,None,100,4.11,1
EMP00029,37,Male,Single,Bachelor,0,37,Sales,Account Manager,3,3,1,1,1,0,16,75625,1,9.7,4.2,Yes,2,3,4,5,3,1,3,7,7,0,Rarely,50,3.49,1
EMP01518,41,Male,Single,High School,2,4,R&D,Research Scientist,1,4,0,1,0,1,19,54910,1,7.7,5.2,Yes,5,4,2,5,4,2,3,69,6,3,None,25,3.58,0
EMP01441,39,Male,Married,Bachelor,0,15,Marketing,Content Strategist,4,4,0,1,1,1,17,83764,0,23.7,8.8,No,3,4,2,5,4,5,5,43,7,3,Rarely,50,2.82,0
EMP01587,59,Female,Married,Bachelor,0,25,Engineering,Tech Lead,4,3,3,4,4,4,39,100916,0,9.0,2.9,No,3,3,5,3,3,3,2,79,1,4,Rarely,25,3.7,0
EMP00918,44,Female,Married,Bachelor,0,46,Finance,Accountant,4,5,1,1,0,9,23,96797,3,5.0,11.0,Yes,3,1,5,2,4,5,3,58,3,2,Rarely,50,3.43,1
EMP01053,34,Male,Single,Bachelor,1,1,R&D,Research Scientist,1,5,3,0,0,4,11,54063,0,15.2,9.5,No,2,3,4,4,4,5,4,36,4,2,Rarely,75,3.16,1
EMP01732,52,Male,Single,Bachelor,3,27,Finance,Finance Manager,2,1,1,2,0,2,28,65960,0,20.9,5.1,No,3,2,1,5,5,4,3,14,2,3,Frequently,0,3.84,1
EMP00162,54,Male,Married,Bachelor,2,26,Finance,Accountant,4,1,1,1,1,5,32,95825,2,16.6,9.4,Yes,3,2,4,3,3,4,5,25,2,4,None,100,1.93,1
EMP01226,46,Male,Married,High School,1,55,Finance,Financial Analyst,5,5,0,1,1,3,26,106933,2,15.7,2.2,No,1,2,4,5,3,3,4,27,7,1,Frequently,50,3.78,1
EMP01745,41,Male,Divorced,High School,0,38,Operations,Operations Analyst,3,5,2,0,1,1,21,76968,3,17.3,6.1,No,4,2,4,3,3,3,5,50,7,1,Rarely,0,3.8,0
EMP00480,58,Female,Married,Bachelor,4,55,Marketing,Content Strategist,1,15,0,1,1,2,37,58968,0,11.0,7.1,No,3,1,4,1,2,4,3,39,5,1,Rarely,0,2.79,1
EMP01610,54,Male,Married,PhD,0,14,Marketing,Content Strategist,3,3,2,3,2,2,34,81981,1,16.6,6.5,No,4,3,2,4,1,3,5,74,2,5,Rarely,0,3.54,0
EMP01864,35,Male,Married,Master,1,58,Engineering,DevOps Engineer,2,0,0,1,1,3,15,53996,2,14.4,9.3,No,5,5,5,3,5,5,5,56,2,3,None,0,2.93,0
EMP01621,61,Male,Single,PhD,2,40,Operations,Supply Chain Specialist,2,3,3,3,4,2,38,67969,1,15.3,10.5,No,3,4,4,3,4,3,3,13,5,2,Rarely,0,2.69,0
EMP01366,39,Female,Single,Master,3,2,Operations,Supply Chain Specialist,4,3,3,4,1,1,18,86949,1,13.8,6.4,No,1,4,4,4,3,4,5,67,7,6,None,50,4.74,0
EMP00119,48,Male,Divorced,Bachelor,2,41,HR,Recruiter,3,4,4,5,0,1,26,79986,0,18.5,1.6,No,3,3,4,4,3,4,3,50,6,3,None,100,3.25,0
EMP01484,43,Female,Single,Bachelor,1,41,Engineering,Software Engineer,1,7,3,1,3,2,22,53030,2,9.5,7.5,No,5,4,3,3,5,4,4,4,5,3,Frequently,0,2.77,0
EMP00001,60,Male,Single,High School,0,4,Sales,Sales Rep,1,11,0,1,0,1,39,56706,1,11.1,4.2,No,3,4,2,3,3,4,3,28,7,2,None,75,3.24,0
EMP01842,22,Female,Divorced,Bachelor,2,38,Engineering,QA Engineer,2,8,8,1,0,1,2,61838,0,12.4,15.5,No,5,3,2,1,4,3,4,49,6,1,Rarely,25,3.07,0
EMP00366,34,Male,Single,Master,0,5,Finance,Accountant,3,5,2,3,3,3,10,71421,1,18.7,7.6,No,4,4,1,3,5,5,3,46,7,2,Rarely,25,3.3,0
EMP01150,35,Female,Married,Master,2,29,Finance,Financial Analyst,5,9,0,1,0,2,14,101174,0,11.4,7.7,Yes,4,4,1,1,3,3,2,25,1,2,Frequently,0,2.81,1
EMP01581,52,Female,Married,PhD,0,27,Engineering,Software Engineer,5,1,0,0,1,0,30,111428,2,14.4,9.3,Yes,3,3,4,5,5,3,3,19,7,3,None,50,2.88,0
EMP01719,27,Male,Married,Bachelor,1,40,R&D,ML Engineer,4,3,1,2,0,1,6,87036,2,17.8,8.8,No,4,3,5,3,2,2,4,53,3,8,Rarely,75,3.59,0
EMP00759,36,Non-Binary,Single,Bachelor,2,44,Engineering,Software Engineer,2,0,0,1,1,2,14,60669,1,16.9,6.8,No,3,4,3,5,4,3,4,18,7,5,Rarely,50,4.75,0
EMP01374,46,Female,Married,Master,0,6,Marketing,Brand Manager,3,10,5,0,3,2,25,85830,1,5.0,7.6,No,2,1,4,4,3,5,3,55,3,2,Frequently,0,4.1,1
EMP01920,52,Male,Single,Bachelor,0,56,Engineering,Software Engineer,4,6,6,1,1,3,28,90696,1,11.3,2.3,Yes,5,3,2,1,3,4,3,1,1,5,None,50,4.01,0
